DistrictID,LatestRunID,UpdateTimeStamp
057816,19362,2/10/2017 12:41 PM
057829,19362,2/10/2017 12:41 PM
109901,19401,2/13/2017 11:50 AM
095901,19401,2/13/2017 11:50 AM
221901,19401,2/13/2017 11:50 AM
057814,19362,2/10/2017 12:41 PM
014901,19401,2/13/2017 11:50 AM
101810,19362,2/10/2017 12:41 PM
015816,18123,8/31/2016 7:36 AM
057810,19362,2/10/2017 12:41 PM
101849,19362,2/10/2017 12:41 PM
180903,19401,2/13/2017 11:50 AM
057806,19362,2/10/2017 12:41 PM
178901,19401,2/13/2017 11:50 AM
015901,19401,2/13/2017 11:50 AM
250906,19401,2/13/2017 11:50 AM
209901,19362,2/10/2017 12:41 PM
101902,19401,2/13/2017 11:50 AM
184907,19401,2/13/2017 11:50 AM
125901,19401,2/13/2017 11:50 AM
101903,19401,2/13/2017 11:50 AM
101815,19362,2/10/2017 12:41 PM
043901,19401,2/13/2017 11:50 AM
057832,18864,12/8/2016 3:35 PM
022901,19401,2/13/2017 11:50 AM
037901,19401,2/13/2017 11:50 AM
126901,19401,2/13/2017 11:50 AM
020901,19401,2/13/2017 11:50 AM
249901,19401,2/13/2017 11:50 AM
188901,19401,2/13/2017 11:50 AM
084804,19362,2/10/2017 12:41 PM
140901,19362,2/10/2017 12:41 PM
101819,19362,2/10/2017 12:41 PM
036901,19401,2/13/2017 11:50 AM
093901,19401,2/13/2017 11:50 AM
002901,19401,2/13/2017 11:50 AM
020902,19401,2/13/2017 11:50 AM
043902,19401,2/13/2017 11:50 AM
127901,19401,2/13/2017 11:50 AM
071906,19401,2/13/2017 11:50 AM
110901,19362,2/10/2017 12:41 PM
228905,19362,2/10/2017 12:41 PM
109912,19401,2/13/2017 11:50 AM
004901,19401,2/13/2017 11:50 AM
205901,19401,2/13/2017 11:50 AM
005901,19401,2/13/2017 11:50 AM
061910,19401,2/13/2017 11:50 AM
101803,19362,2/10/2017 12:41 PM
220802,19362,2/10/2017 12:41 PM
220901,19401,2/13/2017 11:50 AM
212901,19401,2/13/2017 11:50 AM
021805,19362,2/10/2017 12:41 PM
217901,19401,2/13/2017 11:50 AM
107901,19401,2/13/2017 11:50 AM
034901,19401,2/13/2017 11:50 AM
061907,19401,2/13/2017 11:50 AM
227825,19362,2/10/2017 12:41 PM
227821,19362,2/10/2017 12:41 PM
227901,19401,2/13/2017 11:50 AM
196901,19441,2/17/2017 11:04 AM
070901,19401,2/13/2017 11:50 AM
194902,19362,2/10/2017 12:41 PM
034902,19362,2/10/2017 12:41 PM
161918,19362,2/10/2017 12:41 PM
220915,19401,2/13/2017 11:50 AM
030903,19401,2/13/2017 11:50 AM
200901,19362,2/10/2017 12:41 PM
195902,19401,2/13/2017 11:50 AM
010902,19401,2/13/2017 11:50 AM
025901,19401,2/13/2017 11:50 AM
178913,19401,2/13/2017 11:50 AM
036902,19401,2/13/2017 11:50 AM
014902,19401,2/13/2017 11:50 AM
011901,19401,2/13/2017 11:50 AM
158901,19401,2/13/2017 11:50 AM
101847,19362,2/10/2017 12:41 PM
123910,19401,2/13/2017 11:50 AM
183901,19401,2/13/2017 11:50 AM
013901,19401,2/13/2017 11:50 AM
039904,19362,2/10/2017 12:41 PM
091901,19401,2/13/2017 11:50 AM
008901,19401,2/13/2017 11:50 AM
014903,19401,2/13/2017 11:50 AM
125902,19401,2/13/2017 11:50 AM
066901,19401,2/13/2017 11:50 AM
138904,19362,2/10/2017 12:41 PM
015809,19362,2/10/2017 12:41 PM
187901,19401,2/13/2017 11:50 AM
230901,19401,2/13/2017 11:50 AM
114901,19401,2/13/2017 11:50 AM
193801,19362,2/10/2017 12:41 PM
220902,19401,2/13/2017 11:50 AM
178902,19401,2/13/2017 11:50 AM
177903,19401,2/13/2017 11:50 AM
016902,19401,2/13/2017 11:50 AM
116915,19401,2/13/2017 11:50 AM
025904,19401,2/13/2017 11:50 AM
034909,19401,2/13/2017 11:50 AM
175902,19401,2/13/2017 11:50 AM
235901,19401,2/13/2017 11:50 AM
043917,19401,2/13/2017 11:50 AM
072904,19401,2/13/2017 11:50 AM
109913,19401,2/13/2017 11:50 AM
123807,19362,2/10/2017 12:41 PM
130901,19401,2/13/2017 11:50 AM
116916,19401,2/13/2017 11:50 AM
241901,19362,2/10/2017 12:41 PM
074903,19401,2/13/2017 11:50 AM
148901,19401,2/13/2017 11:50 AM
017901,19401,2/13/2017 11:50 AM
117901,19401,2/13/2017 11:50 AM
161923,19401,2/13/2017 11:50 AM
185901,19362,2/10/2017 12:41 PM
169901,19401,2/13/2017 11:50 AM
249902,19401,2/13/2017 11:50 AM
180901,19362,2/10/2017 12:41 PM
136901,19362,2/10/2017 12:41 PM
160901,19401,2/13/2017 11:50 AM
008903,19401,2/13/2017 11:50 AM
213801,19362,2/10/2017 12:41 PM
021803,19362,2/10/2017 12:41 PM
020905,19401,2/13/2017 11:50 AM
215901,19401,2/13/2017 11:50 AM
198901,19401,2/13/2017 11:50 AM
239901,19401,2/13/2017 11:50 AM
181901,19401,2/13/2017 11:50 AM
249903,19401,2/13/2017 11:50 AM
203902,19362,2/10/2017 12:41 PM
184909,19401,2/13/2017 11:50 AM
041901,19362,2/10/2017 12:41 PM
121902,19362,2/10/2017 12:41 PM
025908,19401,2/13/2017 11:50 AM
015830,19362,2/10/2017 12:41 PM
024901,19401,2/13/2017 11:50 AM
223901,19401,2/13/2017 11:50 AM
107902,19401,2/13/2017 11:50 AM
031901,19401,2/13/2017 11:50 AM
025902,19401,2/13/2017 11:50 AM
161919,19401,2/13/2017 11:50 AM
021902,19401,2/13/2017 11:50 AM
119901,19401,2/13/2017 11:50 AM
166907,19401,2/13/2017 11:50 AM
186901,19401,2/13/2017 11:50 AM
145901,19401,2/13/2017 11:50 AM
212902,19401,2/13/2017 11:50 AM
121903,19401,2/13/2017 11:50 AM
243901,19401,2/13/2017 11:50 AM
176901,19401,2/13/2017 11:50 AM
126902,19401,2/13/2017 11:50 AM
027903,19401,2/13/2017 11:50 AM
071801,19362,2/10/2017 12:41 PM
239903,19401,2/13/2017 11:50 AM
188904,19401,2/13/2017 11:50 AM
109902,19401,2/13/2017 11:50 AM
101869,19362,2/10/2017 12:41 PM
116901,19401,2/13/2017 11:50 AM
178903,19401,2/13/2017 11:50 AM
026901,19401,2/13/2017 11:50 AM
029901,19401,2/13/2017 11:50 AM
049905,19401,2/13/2017 11:50 AM
198902,19362,2/10/2017 12:41 PM
101837,19362,2/10/2017 12:41 PM
166901,19401,2/13/2017 11:50 AM
116910,19401,2/13/2017 11:50 AM
106901,19401,2/13/2017 11:50 AM
234902,19401,2/13/2017 11:50 AM
071907,19401,2/13/2017 11:50 AM
191901,19401,2/13/2017 11:50 AM
201913,19401,2/13/2017 11:50 AM
064903,19401,2/13/2017 11:50 AM
220919,19401,2/13/2017 11:50 AM
057903,19401,2/13/2017 11:50 AM
183902,19401,2/13/2017 11:50 AM
220917,19401,2/13/2017 11:50 AM
001902,19362,2/10/2017 12:41 PM
057904,19401,2/13/2017 11:50 AM
227817,19362,2/10/2017 12:41 PM
116902,19401,2/13/2017 11:50 AM
043903,19401,2/13/2017 11:50 AM
210901,19401,2/13/2017 11:50 AM
133901,19401,2/13/2017 11:50 AM
145902,19401,2/13/2017 11:50 AM
228904,19362,2/10/2017 12:41 PM
174908,19401,2/13/2017 11:50 AM
003907,19401,2/13/2017 11:50 AM
101905,19401,2/13/2017 11:50 AM
103901,19401,2/13/2017 11:50 AM
227814,19362,2/10/2017 12:41 PM
220815,19362,2/10/2017 12:41 PM
212909,19401,2/13/2017 11:50 AM
225906,19401,2/13/2017 11:50 AM
007901,19401,2/13/2017 11:50 AM
206903,19362,2/10/2017 12:41 PM
229906,19401,2/13/2017 11:50 AM
249904,19401,2/13/2017 11:50 AM
057811,18123,8/31/2016 7:36 AM
038901,19401,2/13/2017 11:50 AM
099902,19401,2/13/2017 11:50 AM
073901,19401,2/13/2017 11:50 AM
161920,19401,2/13/2017 11:50 AM
174901,19401,2/13/2017 11:50 AM
139905,19401,2/13/2017 11:50 AM
226901,19401,2/13/2017 11:50 AM
067902,19362,2/10/2017 12:41 PM
243906,19401,2/13/2017 11:50 AM
057841,19362,2/10/2017 12:41 PM
065901,19362,2/10/2017 12:41 PM
194904,19362,2/10/2017 12:41 PM
006902,19401,2/13/2017 11:50 AM
084910,19401,2/13/2017 11:50 AM
126903,19401,2/13/2017 11:50 AM
146901,19401,2/13/2017 11:50 AM
018901,19401,2/13/2017 11:50 AM
071901,19401,2/13/2017 11:50 AM
030902,19401,2/13/2017 11:50 AM
114902,19401,2/13/2017 11:50 AM
204901,19401,2/13/2017 11:50 AM
042901,19362,2/10/2017 12:41 PM
021901,19401,2/13/2017 11:50 AM
091902,19401,2/13/2017 11:50 AM
229901,19401,2/13/2017 11:50 AM
168901,19401,2/13/2017 11:50 AM
020907,19401,2/13/2017 11:50 AM
045902,19401,2/13/2017 11:50 AM
046902,19401,2/13/2017 11:50 AM
047901,19401,2/13/2017 11:50 AM
130902,19401,2/13/2017 11:50 AM
116903,19401,2/13/2017 11:50 AM
043918,19401,2/13/2017 11:50 AM
112908,19362,2/10/2017 12:41 PM
068802,19362,2/10/2017 12:41 PM
101842,19362,2/10/2017 12:41 PM
233903,19401,2/13/2017 11:50 AM
161921,19401,2/13/2017 11:50 AM
170902,19401,2/13/2017 11:50 AM
147901,19401,2/13/2017 11:50 AM
060902,19401,2/13/2017 11:50 AM
057922,19401,2/13/2017 11:50 AM
050910,19401,2/13/2017 11:50 AM
178904,19401,2/13/2017 11:50 AM
178807,19362,2/10/2017 12:41 PM
187904,19401,2/13/2017 11:50 AM
175903,19401,2/13/2017 11:50 AM
095902,19362,2/10/2017 12:41 PM
142901,19401,2/13/2017 11:50 AM
246914,19362,2/10/2017 12:41 PM
109903,19401,2/13/2017 11:50 AM
129901,19401,2/13/2017 11:50 AM
052901,19401,2/13/2017 11:50 AM
018908,19362,2/10/2017 12:41 PM
161901,19401,2/13/2017 11:50 AM
053001,19401,2/13/2017 11:50 AM
113901,19401,2/13/2017 11:50 AM
101906,19401,2/13/2017 11:50 AM
054901,19401,2/13/2017 11:50 AM
030901,19362,2/10/2017 12:41 PM
107904,19401,2/13/2017 11:50 AM
184801,19362,2/10/2017 12:41 PM
078901,19362,2/10/2017 12:41 PM
220912,19401,2/13/2017 11:50 AM
254901,19401,2/13/2017 11:50 AM
062901,19401,2/13/2017 11:50 AM
055901,19401,2/13/2017 11:50 AM
212801,19362,2/10/2017 12:41 PM
112905,19401,2/13/2017 11:50 AM
174902,19401,2/13/2017 11:50 AM
101907,19401,2/13/2017 11:50 AM
172902,19401,2/13/2017 11:50 AM
056901,19401,2/13/2017 11:50 AM
057804,19362,2/10/2017 12:41 PM
057805,19362,2/10/2017 12:41 PM
057814,19362,2/10/2017 12:41 PM
057905,19401,2/13/2017 11:50 AM
020910,19362,2/10/2017 12:41 PM
020904,19401,2/13/2017 11:50 AM
148905,19401,2/13/2017 11:50 AM
058902,19362,2/10/2017 12:41 PM
175904,19401,2/13/2017 11:50 AM
146902,19401,2/13/2017 11:50 AM
047902,19401,2/13/2017 11:50 AM
249905,19401,2/13/2017 11:50 AM
101908,19401,2/13/2017 11:50 AM
019901,19362,2/10/2017 12:41 PM
227910,19401,2/13/2017 11:50 AM
115903,19362,2/10/2017 12:41 PM
091903,19401,2/13/2017 11:50 AM
061901,19401,2/13/2017 11:50 AM
251901,19401,2/13/2017 11:50 AM
057906,19401,2/13/2017 11:50 AM
194905,19401,2/13/2017 11:50 AM
146903,19401,2/13/2017 11:50 AM
163901,19401,2/13/2017 11:50 AM
081906,19401,2/13/2017 11:50 AM
176903,19401,2/13/2017 11:50 AM
163902,19401,2/13/2017 11:50 AM
003905,19401,2/13/2017 11:50 AM
084901,19401,2/13/2017 11:50 AM
082902,19401,2/13/2017 11:50 AM
144903,19362,2/10/2017 12:41 PM
035901,19401,2/13/2017 11:50 AM
133905,19362,2/10/2017 12:41 PM
074904,19401,2/13/2017 11:50 AM
108902,19401,2/13/2017 11:50 AM
086024,19362,2/10/2017 12:41 PM
174911,19362,2/10/2017 12:41 PM
178801,19362,2/10/2017 12:41 PM
101856,19362,2/10/2017 12:41 PM
105904,19401,2/13/2017 11:50 AM
178905,19401,2/13/2017 11:50 AM
072902,19401,2/13/2017 11:50 AM
171901,19401,2/13/2017 11:50 AM
057907,19401,2/13/2017 11:50 AM
220918,19401,2/13/2017 11:50 AM
159901,19401,2/13/2017 11:50 AM
227909,19401,2/13/2017 11:50 AM
025909,19401,2/13/2017 11:50 AM
227824,19362,2/10/2017 12:41 PM
241902,19401,2/13/2017 11:50 AM
015911,19401,2/13/2017 11:50 AM
036903,19401,2/13/2017 11:50 AM
220811,19362,2/10/2017 12:41 PM
092801,19362,2/10/2017 12:41 PM
067903,19362,2/10/2017 12:41 PM
068901,19401,2/13/2017 11:50 AM
074905,19401,2/13/2017 11:50 AM
108903,19401,2/13/2017 11:50 AM
048901,19362,2/10/2017 12:41 PM
227803,19362,2/10/2017 12:41 PM
015905,19401,2/13/2017 11:50 AM
234903,19401,2/13/2017 11:50 AM
108904,19401,2/13/2017 11:50 AM
120901,19401,2/13/2017 11:50 AM
057833,19362,2/10/2017 12:41 PM
123805,19362,2/10/2017 12:41 PM
241903,19401,2/13/2017 11:50 AM
071804,19362,2/10/2017 12:41 PM
071902,19401,2/13/2017 11:50 AM
071810,19362,2/10/2017 12:41 PM
015836,19362,2/10/2017 12:41 PM
243902,19401,2/13/2017 11:50 AM
011902,19401,2/13/2017 11:50 AM
001903,19401,2/13/2017 11:50 AM
102906,19401,2/13/2017 11:50 AM
070903,19401,2/13/2017 11:50 AM
049906,19401,2/13/2017 11:50 AM
072802,19362,2/10/2017 12:41 PM
174910,19401,2/13/2017 11:50 AM
030906,19401,2/13/2017 11:50 AM
107905,19401,2/13/2017 11:50 AM
121906,19401,2/13/2017 11:50 AM
050901,19362,2/10/2017 12:41 PM
220904,19401,2/13/2017 11:50 AM
057834,19362,2/10/2017 12:41 PM
101811,19362,2/10/2017 12:41 PM
108809,19362,2/10/2017 12:41 PM
210906,19362,2/10/2017 12:41 PM
143906,19401,2/13/2017 11:50 AM
071903,19401,2/13/2017 11:50 AM
081902,19401,2/13/2017 11:50 AM
101867,18123,8/31/2016 7:36 AM
128904,19401,2/13/2017 11:50 AM
060914,19401,2/13/2017 11:50 AM
043904,19401,2/13/2017 11:50 AM
185902,19362,2/10/2017 12:41 PM
075906,19362,2/10/2017 12:41 PM
070905,19401,2/13/2017 11:50 AM
075901,19401,2/13/2017 11:50 AM
246902,19401,2/13/2017 11:50 AM
247901,19401,2/13/2017 11:50 AM
178914,19401,2/13/2017 11:50 AM
077901,19401,2/13/2017 11:50 AM
057817,19362,2/10/2017 12:41 PM
148902,19401,2/13/2017 11:50 AM
169910,19401,2/13/2017 11:50 AM
129902,19401,2/13/2017 11:50 AM
114904,19401,2/13/2017 11:50 AM
079907,19401,2/13/2017 11:50 AM
242906,19401,2/13/2017 11:50 AM
186902,19401,2/13/2017 11:50 AM
220809,19362,2/10/2017 12:41 PM
220905,19401,2/13/2017 11:50 AM
198903,19401,2/13/2017 11:50 AM
001904,19401,2/13/2017 11:50 AM
086901,19401,2/13/2017 11:50 AM
066903,19401,2/13/2017 11:50 AM
152907,19401,2/13/2017 11:50 AM
084911,19401,2/13/2017 11:50 AM
185903,19401,2/13/2017 11:50 AM
043905,19401,2/13/2017 11:50 AM
175905,19401,2/13/2017 11:50 AM
234909,19401,2/13/2017 11:50 AM
122901,19362,2/10/2017 12:41 PM
115901,19401,2/13/2017 11:50 AM
015914,19362,2/10/2017 12:41 PM
049901,19401,2/13/2017 11:50 AM
101910,19401,2/13/2017 11:50 AM
084902,19401,2/13/2017 11:50 AM
120902,19401,2/13/2017 11:50 AM
057909,19401,2/13/2017 11:50 AM
184911,19401,2/13/2017 11:50 AM
174903,19401,2/13/2017 11:50 AM
183904,19401,2/13/2017 11:50 AM
050902,19401,2/13/2017 11:50 AM
240801,19362,2/10/2017 12:41 PM
240801,19362,2/10/2017 12:41 PM
057831,19362,2/10/2017 12:41 PM
166902,19362,2/10/2017 12:41 PM
015802,19362,2/10/2017 12:41 PM
101804,19362,2/10/2017 12:41 PM
149901,19401,2/13/2017 11:50 AM
246904,19401,2/13/2017 11:50 AM
161925,19362,2/10/2017 12:41 PM
144901,19401,2/13/2017 11:50 AM
230902,19401,2/13/2017 11:50 AM
092901,19401,2/13/2017 11:50 AM
087901,19401,2/13/2017 11:50 AM
213901,19401,2/13/2017 11:50 AM
101866,19362,2/10/2017 12:41 PM
126911,19401,2/13/2017 11:50 AM
169906,19401,2/13/2017 11:50 AM
057835,19362,2/10/2017 12:41 PM
167901,19401,2/13/2017 11:50 AM
088902,19401,2/13/2017 11:50 AM
089901,19401,2/13/2017 11:50 AM
187903,19401,2/13/2017 11:50 AM
101911,19401,2/13/2017 11:50 AM
182901,19401,2/13/2017 11:50 AM
067904,19401,2/13/2017 11:50 AM
156905,19401,2/13/2017 11:50 AM
182902,19401,2/13/2017 11:50 AM
252901,19401,2/13/2017 11:50 AM
111901,19401,2/13/2017 11:50 AM
057910,19401,2/13/2017 11:50 AM
234904,19401,2/13/2017 11:50 AM
238904,19401,2/13/2017 11:50 AM
126904,19401,2/13/2017 11:50 AM
090905,19401,2/13/2017 11:50 AM
246905,19401,2/13/2017 11:50 AM
226907,19401,2/13/2017 11:50 AM
113902,19401,2/13/2017 11:50 AM
220906,19401,2/13/2017 11:50 AM
015835,19362,2/10/2017 12:41 PM
116905,19401,2/13/2017 11:50 AM
165902,19401,2/13/2017 11:50 AM
205902,19401,2/13/2017 11:50 AM
147902,19401,2/13/2017 11:50 AM
033901,19401,2/13/2017 11:50 AM
228901,19362,2/10/2017 12:41 PM
098901,19401,2/13/2017 11:50 AM
091917,19401,2/13/2017 11:50 AM
047903,19401,2/13/2017 11:50 AM
135001,19401,2/13/2017 11:50 AM
095903,19401,2/13/2017 11:50 AM
143901,19401,2/13/2017 11:50 AM
161924,19401,2/13/2017 11:50 AM
102904,19401,2/13/2017 11:50 AM
097902,19401,2/13/2017 11:50 AM
127903,19401,2/13/2017 11:50 AM
123914,19401,2/13/2017 11:50 AM
219901,19362,2/10/2017 12:41 PM
146904,19401,2/13/2017 11:50 AM
100905,19401,2/13/2017 11:50 AM
015904,19401,2/13/2017 11:50 AM
102905,19401,2/13/2017 11:50 AM
031903,19401,2/13/2017 11:50 AM
230905,19401,2/13/2017 11:50 AM
101858,19362,2/10/2017 12:41 PM
101862,19362,2/10/2017 12:41 PM
071806,19362,2/10/2017 12:41 PM
015828,19362,2/10/2017 12:41 PM
161807,19362,2/10/2017 12:41 PM
101846,19362,2/10/2017 12:41 PM
227816,19362,2/10/2017 12:41 PM
086902,19362,2/10/2017 12:41 PM
244901,19362,2/10/2017 12:41 PM
035902,19362,2/10/2017 12:41 PM
103902,19401,2/13/2017 11:50 AM
225907,19362,2/10/2017 12:41 PM
104901,19401,2/13/2017 11:50 AM
250902,19401,2/13/2017 11:50 AM
127904,19401,2/13/2017 11:50 AM
105906,19401,2/13/2017 11:50 AM
198905,19401,2/13/2017 11:50 AM
065902,19401,2/13/2017 11:50 AM
202903,19362,2/10/2017 12:41 PM
237902,19401,2/13/2017 11:50 AM
201902,19401,2/13/2017 11:50 AM
039902,19401,2/13/2017 11:50 AM
015833,19362,2/10/2017 12:41 PM
059901,19362,2/10/2017 12:41 PM
015815,19362,2/10/2017 12:41 PM
208901,19401,2/13/2017 11:50 AM
097903,19401,2/13/2017 11:50 AM
108905,19401,2/13/2017 11:50 AM
148903,19401,2/13/2017 11:50 AM
084903,19401,2/13/2017 11:50 AM
177905,19401,2/13/2017 11:50 AM
057911,19401,2/13/2017 11:50 AM
188903,19401,2/13/2017 11:50 AM
109904,19401,2/13/2017 11:50 AM
084908,19401,2/13/2017 11:50 AM
014905,19401,2/13/2017 11:50 AM
005902,19401,2/13/2017 11:50 AM
163904,19401,2/13/2017 11:50 AM
074907,19401,2/13/2017 11:50 AM
019902,19401,2/13/2017 11:50 AM
108802,19362,2/10/2017 12:41 PM
101828,19362,2/10/2017 12:41 PM
101821,19362,2/10/2017 12:41 PM
101829,18864,12/8/2016 3:35 PM
101912,19401,2/13/2017 11:50 AM
091905,19401,2/13/2017 11:50 AM
019913,19362,2/10/2017 12:41 PM
109905,19401,2/13/2017 11:50 AM
072908,19362,2/10/2017 12:41 PM
003902,19401,2/13/2017 11:50 AM
101925,19401,2/13/2017 11:50 AM
034903,19401,2/13/2017 11:50 AM
146905,19401,2/13/2017 11:50 AM
101913,19401,2/13/2017 11:50 AM
133902,19401,2/13/2017 11:50 AM
003904,19401,2/13/2017 11:50 AM
236902,19401,2/13/2017 11:50 AM
220916,19401,2/13/2017 11:50 AM
246906,19401,2/13/2017 11:50 AM
152910,19401,2/13/2017 11:50 AM
108807,19362,2/10/2017 12:41 PM
120905,19401,2/13/2017 11:50 AM
205903,19401,2/13/2017 11:50 AM
133904,19401,2/13/2017 11:50 AM
057830,19362,2/10/2017 12:41 PM
057848,19362,2/10/2017 12:41 PM
093903,19401,2/13/2017 11:50 AM
243903,19401,2/13/2017 11:50 AM
208903,19401,2/13/2017 11:50 AM
186903,19401,2/13/2017 11:50 AM
018906,19401,2/13/2017 11:50 AM
118902,19401,2/13/2017 11:50 AM
057912,19401,2/13/2017 11:50 AM
070907,19401,2/13/2017 11:50 AM
109907,19401,2/13/2017 11:50 AM
119902,19401,2/13/2017 11:50 AM
037904,19401,2/13/2017 11:50 AM
246907,19401,2/13/2017 11:50 AM
121904,19401,2/13/2017 11:50 AM
132902,19362,2/10/2017 12:41 PM
057819,19362,2/10/2017 12:41 PM
155901,19401,2/13/2017 11:50 AM
124901,19401,2/13/2017 11:50 AM
221911,19401,2/13/2017 11:50 AM
210902,19401,2/13/2017 11:50 AM
015808,19362,2/10/2017 12:41 PM
016901,19401,2/13/2017 11:50 AM
050909,19401,2/13/2017 11:50 AM
126905,19401,2/13/2017 11:50 AM
007902,19401,2/13/2017 11:50 AM
015822,19362,2/10/2017 12:41 PM
015916,19401,2/13/2017 11:50 AM
134901,19362,2/10/2017 12:41 PM
102901,19362,2/10/2017 12:41 PM
128901,19401,2/13/2017 11:50 AM
105801,19362,2/10/2017 12:41 PM
101914,19401,2/13/2017 11:50 AM
129903,19401,2/13/2017 11:50 AM
126906,19401,2/13/2017 11:50 AM
220907,19401,2/13/2017 11:50 AM
242905,19401,2/13/2017 11:50 AM
129904,19401,2/13/2017 11:50 AM
131001,19401,2/13/2017 11:50 AM
128902,19401,2/13/2017 11:50 AM
113906,19362,2/10/2017 12:41 PM
220914,19401,2/13/2017 11:50 AM
175907,19401,2/13/2017 11:50 AM
248901,19401,2/13/2017 11:50 AM
133903,19401,2/13/2017 11:50 AM
092902,19401,2/13/2017 11:50 AM
014906,19401,2/13/2017 11:50 AM
137901,19401,2/13/2017 11:50 AM
227820,19362,2/10/2017 12:41 PM
057837,19362,2/10/2017 12:41 PM
101813,19362,2/10/2017 12:41 PM
015826,19362,2/10/2017 12:41 PM
057837,19362,2/10/2017 12:41 PM
121905,19401,2/13/2017 11:50 AM
101915,19401,2/13/2017 11:50 AM
058905,19401,2/13/2017 11:50 AM
232901,19401,2/13/2017 11:50 AM
138902,19401,2/13/2017 11:50 AM
018907,19401,2/13/2017 11:50 AM
100903,19401,2/13/2017 11:50 AM
219905,19401,2/13/2017 11:50 AM
061905,19401,2/13/2017 11:50 AM
057839,19362,2/10/2017 12:41 PM
101833,18123,8/31/2016 7:36 AM
071807,19362,2/10/2017 12:41 PM
031905,19401,2/13/2017 11:50 AM
125906,19362,2/10/2017 12:41 PM
075902,19362,2/10/2017 12:41 PM
108912,19401,2/13/2017 11:50 AM
084904,18322,9/15/2016 2:23 PM
101916,19401,2/13/2017 11:50 AM
254902,19401,2/13/2017 11:50 AM
161906,19401,2/13/2017 11:50 AM
247903,19401,2/13/2017 11:50 AM
108914,19401,2/13/2017 11:50 AM
015913,19362,2/10/2017 12:41 PM
227912,19401,2/13/2017 11:50 AM
061912,19401,2/13/2017 11:50 AM
227913,19401,2/13/2017 11:50 AM
220910,19401,2/13/2017 11:50 AM
